longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
-121.82,37.35,24,2298,575.0,2409,569,3.4509,<1H OCEAN
-121.73,36.9,23,2392,721.0,3074,718,2.5195,<1H OCEAN
-118.16,34.02,47,1055,298.0,1303,302,2.6964,<1H OCEAN
-118.88,34.22,22,3654,517.0,1565,518,6.2748,<1H OCEAN
-122.56,37.9,36,1760,283.0,562,246,6.7546,NEAR BAY
-118.35,33.9,25,3309,902.0,2299,837,3.0417,<1H OCEAN
-118.9,34.41,35,4431,739.0,2304,720,4.2599,<1H OCEAN
-118.28,34.05,44,968,384.0,1805,375,1.4801,<1H OCEAN
-121.01,37.63,41,2764,639.0,2122,600,1.9643,INLAND
-124.11,40.81,23,959,212.0,425,175,2.5536,NEAR OCEAN
-119.21,34.19,15,5614,989.0,2754,994,5.035,NEAR OCEAN
-122.68,38.76,29,994,226.0,302,117,2.3125,INLAND
-122.67,38.47,19,1848,428.0,1130,433,3.0568,<1H OCEAN
-117.89,33.68,8,5278,1575.0,2389,1371,3.3409,<1H OCEAN
-122.33,37.55,51,2565,332.0,870,309,9.3694,NEAR OCEAN
-120.98,38.68,5,4810,909.0,2242,900,3.2964,INLAND
-122.64,38.25,31,2554,515.0,1507,533,3.8,<1H OCEAN
-122.41,37.6,31,4424,834.0,1915,817,4.1364,NEAR OCEAN
-122.04,37.63,21,1307,236.0,586,249,4.7813,NEAR BAY
-118.4,34.17,24,4443,1283.0,2421,1180,2.2652,<1H OCEAN
-118.01,33.9,36,1382,257.0,685,255,5.125,<1H OCEAN
-118.92,35.38,33,3122,579.0,1733,545,3.8307,INLAND
-117.3,33.26,23,1678,275.0,1227,264,4.1713,<1H OCEAN
-122.43,37.71,35,2878,564.0,1633,528,4.5,NEAR BAY
-120.04,36.93,11,3606,699.0,2074,644,2.6941,INLAND
-117.63,33.47,4,2320,405.0,1408,477,6.3369,NEAR OCEAN
-118.1,33.85,36,956,159.0,416,157,4.6429,<1H OCEAN
-118.15,34.59,33,2111,429.0,1067,397,3.7344,INLAND
-116.56,33.05,15,1985,361.0,536,209,4.125,INLAND
-120.07,36.97,27,968,240.0,587,231,1.6071,INLAND
-120.84,37.06,14,1506,380.0,1096,352,1.1301,INLAND
-120.62,37.35,18,874,203.0,572,190,1.6833,INLAND
-117.29,33.18,15,3780,792.0,1632,721,2.7644,NEAR OCEAN
-117.82,33.84,25,1788,203.0,676,217,10.1299,<1H OCEAN
-122.2,37.8,52,1547,293.0,706,268,4.7721,NEAR BAY
-117.02,32.71,20,4050,745.0,2870,761,3.7366,NEAR OCEAN
-117.66,33.58,16,3016,394.0,1172,382,7.5196,<1H OCEAN
-122.02,37.3,32,2134,328.0,903,322,6.359,<1H OCEAN
-118.29,34.08,23,1864,937.0,2795,858,1.8495,<1H OCEAN
-120.48,39.78,11,513,104.0,204,86,2.375,INLAND
-117.88,33.88,15,957,360.0,615,370,3.0263,<1H OCEAN
-121.91,37.44,24,1212,251.0,799,242,5.0808,<1H OCEAN
-117.26,34.16,31,3538,658.0,1715,663,3.7125,INLAND
-117.92,33.61,37,1244,173.0,394,154,10.3682,<1H OCEAN
-122.25,37.77,52,2156,458.0,872,445,3.2685,NEAR BAY
-121.69,36.8,19,2164,410.0,1309,426,3.338,<1H OCEAN
-117.09,33.15,13,3958,865.0,1981,840,3.4764,<1H OCEAN
-122.72,38.44,52,1059,281.0,627,273,1.5357,<1H OCEAN
-122.46,37.74,51,1905,291.0,707,284,6.2561,NEAR BAY
-122.03,36.97,52,403,72.0,200,73,1.6923,NEAR OCEAN
-118.21,34.14,44,1681,407.0,1105,387,3.2222,<1H OCEAN
-118.16,34.07,42,3836,777.0,2118,754,3.6364,<1H OCEAN
-117.11,32.62,27,1846,509.0,1078,482,2.1719,NEAR OCEAN
-122.11,37.05,18,3337,549.0,1449,519,5.1412,NEAR OCEAN
-122.11,38.0,9,3424,583.0,1460,543,5.76,NEAR BAY
-118.36,34.08,40,3110,764.0,1557,763,1.9937,<1H OCEAN
-118.31,34.04,33,2691,726.0,2390,681,2.4048,<1H OCEAN
-117.57,33.87,33,2076,517.0,1374,480,2.2197,INLAND
-118.18,34.1,7,2529,689.0,1215,577,4.7853,<1H OCEAN
-118.97,35.37,34,1379,333.0,1156,315,1.7197,INLAND
-118.08,33.76,27,529,159.0,193,155,2.0952,<1H OCEAN
-118.12,34.6,33,2189,497.0,1459,443,2.3958,INLAND
-121.0,37.64,19,121,41.0,658,41,0.9573,INLAND
-117.97,33.74,16,1735,380.0,784,360,4.2566,<1H OCEAN
-118.19,34.11,40,1266,348.0,1032,315,2.1667,<1H OCEAN
-122.23,37.47,39,5264,1259.0,3057,1265,3.623,NEAR OCEAN
-119.01,35.35,34,1354,325.0,922,304,2.1875,INLAND
-121.7,37.96,33,2396,452.0,1391,465,3.2813,INLAND
-122.35,40.57,22,589,97.0,338,107,3.2639,INLAND
-119.82,36.72,17,1276,242.0,927,238,2.6176,INLAND
-121.59,39.77,24,1535,276.0,664,273,2.3068,INLAND
-122.33,38.33,15,3193,468.0,1303,426,5.3017,NEAR BAY
-118.32,33.79,35,2924,658.0,1675,602,3.8287,<1H OCEAN
-119.1,36.19,17,1564,396.0,713,362,1.6186,INLAND
-117.04,32.58,20,2029,357.0,1497,353,4.0089,NEAR OCEAN
-122.27,37.47,44,3022,473.0,1235,477,6.7058,NEAR OCEAN
-117.07,33.14,16,2546,429.0,1683,408,4.7426,<1H OCEAN
-117.21,32.81,27,1318,216.0,495,191,5.2837,NEAR OCEAN
-118.26,34.02,39,698,232.0,1046,228,2.2356,<1H OCEAN
-117.86,33.73,38,2284,511.0,2451,504,3.3125,<1H OCEAN
-118.05,33.85,25,2856,388.0,1212,362,6.1737,<1H OCEAN
-122.49,37.75,45,2341,461.0,1092,438,4.8036,NEAR OCEAN
-117.04,32.73,25,1375,267.0,1032,278,3.5492,NEAR OCEAN
-122.03,37.3,22,3583,758.0,1792,695,5.4842,<1H OCEAN
